order_id,date,customer_id,product_id,quantity
O00735,08-11-2024,C021,P008,1
O00736,11-10-2024,C007,P011,4
O00737,22-10-2024,C048,P020,1
O00738,13-03-2024,C016,P018,3
O00739,06-01-2024,C012,P005,5
O00740,29-11-2024,C028,P020,5
O00741,15-04-2024,C022,P009,5
O00742,28-08-2024,C005,P015,3
O00743,28-11-2024,C041,P016,3
O00744,14-01-2024,C043,P010,2
O00745,03-01-2024,C038,P010,5
O00746,02-01-2024,C031,P010,3
O00747,27-02-2024,C021,P018,4
O00748,19-01-2024,C028,P008,2
O00749,27-10-2024,C027,P006,4
O00750,09-08-2024,C009,P008,2
O00751,24-12-2024,C005,P004,4
O00752,20-10-2024,C013,P008,1
O00753,18-12-2024,C023,P003,1
O00754,28-03-2024,C009,P002,2
O00755,15-04-2024,C006,P015,3
O00756,06-11-2024,C043,P002,4
O00757,30-03-2024,C019,P012,2
O00758,21-01-2024,C030,P016,1
O00759,01-09-2024,C027,P015,2
O00760,20-10-2024,C037,P009,3
O00761,20-12-2024,C037,P004,3
O00762,05-12-2024,C015,P019,4
O00763,14-02-2024,C043,P017,2
O00764,09-10-2024,C019,P013,4
O00765,05-11-2024,C042,P002,4
O00766,12-09-2024,C021,P001,4
O00767,27-10-2024,C006,P007,3
O00768,02-11-2024,C039,P004,5
O00769,12-06-2024,C002,P018,2
O00770,15-01-2024,C039,P005,4
O00771,15-06-2024,C003,P006,1
O00772,14-03-2024,C011,P020,1
O00773,11-02-2024,C031,P017,5
O00774,15-02-2024,C048,P005,3
O00775,12-09-2024,C021,P008,4
O00776,03-07-2024,C007,P011,4
O00777,16-07-2024,C012,P014,4
O00778,29-09-2024,C045,P019,2
O00779,19-07-2024,C037,P018,1
O00780,18-08-2024,C006,P020,1
O00781,01-02-2024,C020,P001,5
O00782,07-11-2024,C014,P005,2
O00783,13-06-2024,C009,P012,3
O00784,26-02-2024,C043,P001,3
O00785,24-10-2024,C031,P008,1
O00786,25-09-2024,C009,P004,3
O00787,20-01-2024,C033,P019,1
O00788,11-03-2024,C021,P002,1
O00789,06-01-2024,C004,P003,1
O00790,09-04-2024,C023,P004,5
O00791,06-02-2024,C010,P003,3
O00792,16-09-2024,C013,P012,5
O00793,10-07-2024,C044,P008,3
O00794,24-12-2024,C036,P019,2
O00795,01-10-2024,C007,P006,4
O00796,11-08-2024,C043,P011,5
O00797,05-07-2024,C029,P014,3
O00798,20-01-2024,C044,P013,1
O00799,26-01-2024,C038,P016,2
O00800,13-08-2024,C017,P005,5
O00801,02-01-2024,C027,P011,3
O00802,16-01-2024,C027,P017,5
O00803,21-03-2024,C036,P018,3
O00804,19-11-2024,C013,P013,1
O00805,16-06-2024,C017,P014,5
O00806,16-09-2024,C013,P018,4
O00807,30-05-2024,C015,P013,4
O00808,04-03-2024,C009,P019,5
O00809,15-05-2024,C002,P003,1
O00810,03-02-2024,C048,P007,5
O00811,08-10-2024,C004,P003,2
O00812,08-03-2024,C045,P002,5
O00813,17-05-2024,C001,P010,1
O00814,24-12-2024,C039,P005,3
O00815,04-08-2024,C017,P009,4
O00816,16-06-2024,C026,P009,1
O00817,17-07-2024,C015,P013,1
O00818,13-10-2024,C025,P019,5
O00819,03-04-2024,C023,P017,1
O00820,20-08-2024,C027,P008,4
O00821,15-11-2024,C020,P007,5
O00822,28-07-2024,C027,P016,4
O00823,12-06-2024,C042,P003,3
O00824,23-02-2024,C022,P011,3
O00825,31-03-2024,C019,P009,4
O00826,12-12-2024,C007,P004,3
O00827,17-07-2024,C018,P013,3
O00828,20-04-2024,C007,P007,1
O00829,02-06-2024,C010,P004,4
O00830,30-07-2024,C048,P014,4
O00831,15-07-2024,C005,P004,4
O00832,13-09-2024,C025,P014,1
O00833,04-04-2024,C042,P004,4
O00834,25-08-2024,C048,P009,4
O00835,11-06-2024,C008,P017,1
O00836,10-12-2024,C009,P005,5
O00837,27-02-2024,C019,P016,3
O00838,24-02-2024,C028,P015,3
O00839,17-06-2024,C048,P019,4
O00840,05-07-2024,C011,P004,3
O00841,09-09-2024,C009,P015,3
O00842,27-05-2024,C013,P019,2
O00843,30-11-2024,C044,P016,5
O00844,22-06-2024,C002,P004,5
O00845,17-02-2024,C020,P017,1
O00846,13-02-2024,C006,P003,4
O00847,22-12-2024,C008,P012,1
O00848,19-02-2024,C046,P010,2
O00849,12-12-2024,C001,P011,5
O00850,11-04-2024,C017,P011,1
O00851,04-02-2024,C046,P001,2
O00852,21-04-2024,C031,P011,2
O00853,12-08-2024,C004,P019,4
O00854,05-06-2024,C024,P009,3
O00855,14-10-2024,C049,P006,3
O00856,11-08-2024,C021,P020,5
O00857,26-05-2024,C027,P002,3
O00858,20-08-2024,C027,P010,4
O00859,21-12-2024,C034,P011,1
O00860,30-05-2024,C010,P010,2
O00861,26-02-2024,C042,P019,5
O00862,29-05-2024,C050,P009,5
O00863,03-11-2024,C008,P020,4
O00864,20-03-2024,C041,P002,2
O00865,13-12-2024,C041,P015,1
O00866,03-08-2024,C038,P012,5
O00867,08-08-2024,C019,P005,4
O00868,26-04-2024,C024,P005,2
O00869,02-12-2024,C042,P015,3
O00870,14-01-2024,C008,P013,4
O00871,19-04-2024,C042,P013,3
O00872,02-06-2024,C047,P002,5
O00873,23-06-2024,C035,P012,1
O00874,22-06-2024,C018,P020,2
O00875,24-02-2024,C028,P001,1
O00876,23-03-2024,C003,P010,4
O00877,04-02-2024,C047,P010,4
O00878,28-07-2024,C018,P018,5
O00879,08-05-2024,C003,P006,3
O00880,26-07-2024,C040,P010,1
O00881,03-08-2024,C033,P015,3
O00882,13-09-2024,C032,P002,1
O00883,19-07-2024,C003,P017,4
O00884,25-08-2024,C038,P017,4
O00885,02-08-2024,C032,P015,5
O00886,26-08-2024,C040,P013,2
O00887,13-08-2024,C042,P015,2
O00888,25-04-2024,C011,P016,1
O00889,31-03-2024,C011,P019,3
O00890,15-10-2024,C047,P009,3
O00891,05-05-2024,C027,P010,4
O00892,19-07-2024,C022,P013,4
O00893,13-03-2024,C015,P004,1
O00894,06-06-2024,C032,P018,2
O00895,12-07-2024,C038,P016,3
O00896,17-08-2024,C001,P013,2
O00897,11-07-2024,C028,P007,1
O00898,12-05-2024,C050,P007,5
O00899,18-12-2024,C015,P009,4
O00900,06-07-2024,C015,P014,3
O00901,22-10-2024,C044,P016,2
O00902,26-09-2024,C004,P014,5
O00903,23-07-2024,C020,P019,1
O00904,20-11-2024,C023,P020,3
O00905,16-02-2024,C040,P015,5
O00906,03-12-2024,C007,P008,5
O00907,07-11-2024,C022,P012,2
O00908,03-07-2024,C008,P009,4
O00909,25-09-2024,C040,P013,1
O00910,09-07-2024,C032,P017,1
O00911,08-04-2024,C025,P008,2
O00912,19-10-2024,C020,P011,5
O00913,31-03-2024,C008,P001,4
O00914,25-04-2024,C047,P015,3
O00915,09-07-2024,C033,P010,2
O00916,02-11-2024,C016,P010,1
O00917,20-05-2024,C021,P011,2
O00918,29-06-2024,C037,P005,1
O00919,16-01-2024,C036,P012,1
O00920,12-02-2024,C024,P015,4
O00921,21-01-2024,C016,P007,1
O00922,27-01-2024,C033,P003,1
O00923,13-11-2024,C033,P008,3
O00924,04-11-2024,C030,P004,2
O00925,27-10-2024,C004,P008,3
O00926,21-01-2024,C024,P013,1
O00927,29-01-2024,C031,P003,2
O00928,12-04-2024,C048,P015,3
O00929,25-07-2024,C027,P005,4
O00930,02-05-2024,C018,P018,3
O00931,27-06-2024,C028,P015,3
O00932,04-03-2024,C009,P006,3
O00933,24-09-2024,C005,P012,2
O00934,24-04-2024,C034,P003,2
O00935,25-01-2024,C050,P002,3
O00936,28-09-2024,C043,P020,1
O00937,26-11-2024,C030,P017,4
O00938,06-01-2024,C003,P004,4
O00939,08-06-2024,C050,P006,2
O00940,29-10-2024,C023,P004,2
O00941,15-09-2024,C015,P008,2
O00942,09-11-2024,C045,P006,4
O00943,31-05-2024,C038,P007,4
O00944,16-05-2024,C038,P011,1
O00945,16-09-2024,C014,P004,3
O00946,26-02-2024,C050,P018,1
O00947,28-03-2024,C023,P015,3
O00948,07-08-2024,C027,P016,2
O00949,01-09-2024,C038,P004,2
O00950,13-02-2024,C033,P015,3
O00951,05-07-2024,C009,P017,2
O00952,13-05-2024,C016,P004,2
O00953,02-07-2024,C019,P016,4
O00954,16-12-2024,C048,P008,5
O00955,29-01-2024,C036,P016,1
O00956,30-12-2024,C019,P010,2
O00957,13-06-2024,C037,P017,5
O00958,09-10-2024,C037,P003,3
O00959,04-06-2024,C020,P008,2
O00960,23-04-2024,C021,P006,3
O00961,09-10-2024,C045,P005,1
O00962,08-09-2024,C029,P007,1
O00963,22-02-2024,C008,P008,4
O00964,15-09-2024,C036,P003,3
O00965,02-10-2024,C030,P015,4
O00966,21-05-2024,C026,P012,2
O00967,04-12-2024,C037,P017,5
O00968,22-08-2024,C046,P015,3
O00969,02-05-2024,C017,P003,4
O00970,04-01-2024,C021,P002,1
O00971,04-09-2024,C010,P009,1
O00972,17-03-2024,C033,P010,4
O00973,03-10-2024,C021,P005,5
O00974,11-07-2024,C018,P016,5
O00975,19-06-2024,C035,P012,2
O00976,29-02-2024,C021,P015,1
O00977,17-09-2024,C024,P003,5
O00978,01-03-2024,C023,P017,4
O00979,01-06-2024,C013,P005,2
O00980,02-11-2024,C007,P009,4
O00981,02-12-2024,C042,P009,5
O00982,28-12-2024,C005,P017,2
O00983,16-12-2024,C017,P006,4
O00984,22-07-2024,C034,P005,4
O00985,14-03-2024,C007,P007,3
O00986,03-11-2024,C033,P008,4
O00987,20-10-2024,C037,P004,2
O00988,28-12-2024,C034,P004,5
O00989,26-08-2024,C016,P005,5
O00990,21-02-2024,C001,P010,5
O00991,03-07-2024,C045,P007,4
O00992,13-06-2024,C017,P008,1
O00993,04-11-2024,C041,P015,2
O00994,23-05-2024,C010,P005,3
O00995,30-04-2024,C009,P019,5
O00996,30-01-2024,C039,P016,3
O00997,01-11-2024,C047,P004,3
O00998,03-10-2024,C044,P007,1
O00999,16-01-2024,C038,P004,4
O01000,07-06-2024,C013,P006,2
